doc_id	model_token_index	char_offset	char_end	token_text	boundary_probability	predicted_boundary	gold_adu_start
micro_b027	76	334	341	▁Ländern	0.00007798	false	false
micro_b027	77	342	347	▁nicht	0.00025559	false	false
micro_b027	78	348	358	▁verhindern	0.00013093	false	false
micro_b027	80	360	364	▁dass	0.21911073	false	false
micro_b027	81	365	367	▁es	0.00029331	false	false
micro_b027	82	368	371	▁Mor	0.00033898	false	false
micro_b027	84	373	376	▁und	0.00111296	false	false
micro_b027	85	377	383	▁Gewalt	0.00009288	false	false
micro_b027	88	394	398	▁gibt	0.00021358	false	false
micro_b027	90	400	405	▁Zudem	0.99910444	true	true
micro_b027	91	406	412	▁stellt	0.00102454	false	false
micro_b027	92	413	417	▁sich	0.00025342	false	false
micro_b027	93	418	423	▁immer	0.00023499	false	false
micro_b027	94	424	430	▁wieder	0.00006737	false	false
micro_b027	95	431	437	▁heraus	0.00063758	false	false
micro_b027	97	439	443	▁dass	0.14705862	false	false
micro_b027	98	444	448	▁auch	0.00272309	false	false
micro_b027	99	449	457	▁Menschen	0.00028536	false	false
micro_b027	100	458	460	▁un	0.00054584	false	false
micro_b027	103	469	472	▁ver	0.00016953	false	false
micro_b027	106	480	484	▁oder	0.16968276	false	false
micro_b027	107	485	488	▁hin	0.00185787	false	false
micro_b027	110	498	504	▁wurden	0.00079555	false	false
micro_b028	1	0	3	▁Die	0.99982125	true	true
micro_b028	2	4	15	▁Universität	0.00007662	false	false
micro_b028	4	18	20	▁in	0.00021740	false	false
micro_b028	5	21	32	▁Deutschland	0.00010915	false	false
micro_b028	6	33	40	▁sollten	0.00532133	false	false
micro_b028	7	41	44	▁auf	0.00309693	false	false
micro_b028	8	45	51	▁keinen	0.00021604	false	false
micro_b028	9	52	56	▁Fall	0.00027574	false	false
micro_b028	10	57	64	▁Studien	0.00018948	false	false
micro_b028	13	73	75	▁er	0.00136512	false	false
micro_b028	16	82	89	▁Dadurch	0.99929953	true	true
micro_b028	17	90	95	▁würde	0.00962952	false	false
micro_b028	18	96	106	▁finanziell	0.00057848	false	false
micro_b028	19	107	111	▁schw	0.00010947	false	false
micro_b028	22	117	119	▁Ge	0.00014468	false	false
micro_b028	25	128	131	▁der	0.00327628	false	false
micro_b028	26	132	138	▁Zugang	0.00023114	false	false
micro_b028	27	139	141	▁er	0.00015809	false	false
micro_b028	30	149	153	▁oder	0.20793603	false	false
micro_b028	31	154	157	▁ver	0.00142805	false	false
micro_b028	35	164	167	▁Die	0.99971539	true	true
micro_b028	36	168	170	▁er	0.00009133	false	false
micro_b028	39	178	183	▁Ziele	0.00015375	false	false
micro_b028	40	184	187	▁von	0.00046251	false	false
micro_b028	41	188	195	▁Studien	0.00009947	false	false
micro_b028	44	204	210	▁können	0.00426775	false	false
micro_b028	45	211	214	▁auf	0.00315213	false	false
micro_b028	46	215	221	▁andere	0.00021360	false	false
micro_b028	47	222	227	▁Weise	0.00033436	false	false
micro_b028	48	228	236	▁erreicht	0.00016313	false	false
micro_b028	49	237	243	▁werden	0.00012544	false	false
micro_b028	51	245	248	▁Als	0.99979085	true	true
micro_b028	52	249	259	▁Motivation	0.00044879	false	false
micro_b028	53	260	263	▁für	0.00084931	false	false
micro_b028	54	264	268	▁eine	0.00037550	false	false
micro_b028	55	269	276	▁straffe	0.00085620	false	false
micro_b028	57	279	286	▁Studien	0.00007935	false	false
micro_b028	61	296	300	▁gibt	0.00322781	false	false
micro_b028	62	301	303	▁es	0.00009517	false	false
micro_b028	63	304	310	▁andere	0.00028068	false	false
micro_b028	64	311	321	▁Instrument	0.00010015	false	false
micro_b028	68	328	331	▁Und	0.99988651	true	true
micro_b028	69	332	335	▁zur	0.00130494	false	false
micro_b028	70	336	348	▁Finanzierung	0.00054177	false	false
micro_b028	71	349	355	▁sollte	0.00632792	false	false
micro_b028	72	356	357	▁u	0.00072187	false	false
micro_b028	74	359	360	▁a	0.00061013	false	false
micro_b028	76	362	369	▁geprüft	0.00318313	false	false
micro_b028	77	370	376	▁werden	0.00032387	false	false
micro_b028	79	378	381	▁wie	0.11896570	false	false
micro_b028	80	382	385	▁bei	0.00428773	false	false
micro_b028	81	386	395	▁Studenten	0.00011574	false	false
micro_b028	82	396	399	▁aus	0.00028160	false	false
micro_b028	83	400	407	▁anderen	0.00011350	false	false
micro_b028	84	408	409	▁(	0.00085425	false	false
micro_b028	88	418	425	▁Ländern	0.00006049	false	false
micro_b028	89	426	429	▁die	0.00173213	false	false
micro_b028	90	430	436	▁Kosten	0.00011956	false	false
micro_b028	91	437	440	▁von	0.00123599	false	false
micro_b028	92	441	447	▁diesen	0.00014375	false	false
micro_b028	93	448	450	▁zu	0.00056928	false	false
micro_b028	94	451	459	▁erstatte	0.00040290	false	false
micro_b028	96	461	465	▁sind	0.00582627	false	false
micro_b029	1	0	3	▁Der	0.99988091	true	true
micro_b029	2	4	8	▁Rund	0.00022096	false	false
micro_b029	5	20	24	▁kann	0.00121991	false	false
micro_b029	6	25	28	▁nur	0.00248767	false	false
micro_b029	7	29	32	▁von	0.00147550	false	false
micro_b029	8	33	38	▁allen	0.00009047	false	false
micro_b029	9	39	45	▁Bürger	0.00005779	false	false
micro_b029	15	58	64	▁gleich	0.00024992	false	false
micro_b029	18	72	75	▁ein	0.00051265	false	false
micro_b029	20	85	91	▁werden	0.00023082	false	false
micro_b029	22	93	99	▁Kritik	0.99978119	true	true
micro_b029	24	102	108	▁führen	0.00023422	false	false
micro_b029	25	109	111	▁an	0.00099477	false	false
micro_b029	27	113	117	▁dass	0.37316242	false	false
micro_b029	28	118	121	▁sie	0.00181531	false	false
micro_b029	29	122	125	▁das	0.00027289	false	false
micro_b029	30	126	133	▁Angebot	0.00006067	false	false
micro_b029	31	134	137	▁der	0.00018599	false	false
micro_b029	32	138	139	▁Ö	0.00005909	false	false
micro_b029	35	149	154	▁Recht	0.00004106	false	false
micro_b029	37	161	165	▁Send	0.00006690	false	false
micro_b029	39	168	171	▁gar	0.00572264	false	false
micro_b029	40	172	177	▁nicht	0.00058897	false	false
micro_b029	41	178	184	▁nutzen	0.00028777	false	false
micro_b029	42	185	191	▁würden	0.00173412	false	false
micro_b029	44	193	196	▁Ich	0.99950886	true	true
micro_b029	45	197	200	▁bez	0.00048943	false	false
micro_b029	48	207	211	▁zwar	0.00022298	false	false
micro_b029	50	213	217	▁dass	0.16756940	false	false
micro_b029	51	218	220	▁es	0.00012168	false	false
micro_b029	52	221	230	▁überhaupt	0.00031115	false	false
micro_b029	53	231	237	▁jemand	0.00011103	false	false
micro_b029	55	240	244	▁gibt	0.00007990	false	false
micro_b029	57	246	249	▁der	0.35556835	false	false
micro_b029	58	250	256	▁niemal	0.00243746	false	false
micro_b029	60	258	261	▁ein	0.00033603	false	false
micro_b029	61	262	269	▁Angebot	0.00004995	false	false
micro_b029	62	270	273	▁der	0.00020442	false	false
micro_b029	63	274	275	▁Ö	0.00006526	false	false
micro_b029	66	285	290	▁Recht	0.00003855	false	false
micro_b029	68	297	301	▁Send	0.00006359	false	false
micro_b029	70	304	313	▁zumindest	0.01915590	false	false
micro_b029	71	314	316	▁in	0.00008139	false	false
micro_b029	73	323	328	▁nutzt	0.00057413	false	false
micro_b029	75	330	332	▁Es	0.99984014	true	true
micro_b029	76	333	336	▁ist	0.00092665	false	false
micro_b029	77	337	343	▁jedoch	0.00090382	false	false
micro_b029	78	344	349	▁nicht	0.00051986	false	false
micro_b029	79	350	357	▁möglich	0.00014090	false	false
micro_b029	81	359	363	▁dies	0.00182158	false	false
micro_b029	82	364	366	▁zu	0.00010544	false	false
micro_b029	83	367	375	▁kontroll	0.00070105	false	false
micro_b029	86	382	384	▁um	0.96622002	true	false
micro_b029	87	385	386	▁	0.00012825	false	false
micro_b029	88	385	394	differenz	0.00192297	false	false
micro_b029	90	400	406	▁Gebühr	0.00016086	false	false
micro_b029	92	409	411	▁zu	0.00009414	false	false
micro_b029	93	412	414	▁er	0.00051232	false	false
micro_b029	96	421	427	▁Ebenso	0.99978310	true	true
micro_b029	98	429	432	▁wie	0.00225605	false	false
micro_b029	99	433	439	▁andere	0.00012925	false	false
micro_b029	100	440	448	▁Angebote	0.00005613	false	false
micro_b029	101	449	452	▁der	0.00074521	false	false
micro_b029	102	453	459	▁Kultur	0.00011528	false	false
micro_b029	103	460	464	▁oder	0.00172753	false	false
micro_b029	104	465	478	▁Infrastruktur	0.00008379	false	false
micro_b029	106	480	484	▁sind	0.66175014	true	false
micro_b029	107	485	489	▁auch	0.00405029	false	false
micro_b029	108	490	493	▁die	0.00034525	false	false
micro_b029	109	494	495	▁Ö	0.00007621	false	false
micro_b029	112	505	510	▁Recht	0.00005243	false	false
micro_b029	114	517	521	▁Send	0.00007157	false	false
micro_b029	116	524	534	▁unabhängig	0.01156336	false	false
micro_b029	117	535	540	▁davon	0.00009647	false	false
micro_b029	118	541	543	▁zu	0.00082452	false	false
micro_b029	119	544	545	▁	0.00007577	false	false
micro_b029	120	544	550	finanz	0.00104649	false	false
micro_b029	123	557	559	▁ob	0.11880443	false	false
micro_b029	124	560	563	▁der	0.00212415	false	false
micro_b029	125	564	570	▁Einzel	0.00061917	false	false
micro_b029	127	573	579	▁dieses	0.00013881	false	false
micro_b029	128	580	587	▁Angebot	0.00005255	false	false
micro_b029	129	588	593	▁nutzt	0.00033512	false	false
micro_b029	130	594	598	▁oder	0.12545721	false	false
micro_b029	131	599	604	▁nicht	0.00018462	false	false
micro_b030	1	0	2	▁An	0.99984002	true	true
micro_b030	2	3	10	▁unseren	0.00006104	false	false
micro_b030	3	11	18	▁Schulen	0.00008215	false	false
micro_b030	4	19	26	▁sollten	0.00828251	false	false
micro_b030	5	27	32	▁keine	0.00055968	false	false
micro_b030	6	33	38	▁Schul	0.00009612	false	false
micro_b030	11	49	50	▁	0.00006621	false	false
micro_b030	12	49	57	getragen	0.00526837	false	false
micro_b030	13	58	64	▁werden	0.00033714	false	false
micro_b030	15	66	69	▁Sie	0.99974328	true	true
micro_b030	16	70	76	▁bieten	0.00101408	false	false
micro_b030	17	77	81	▁zwar	0.00042348	false	false
micro_b030	18	82	85	▁den	0.00124439	false	false
micro_b030	19	86	93	▁Vorteil	0.00012252	false	false
micro_b030	21	95	99	▁dass	0.14865623	false	false
micro_b030	22	100	103	▁die	0.00137290	false	false
micro_b030	23	104	114	▁Konkurrenz	0.00026157	false	false
micro_b030	24	115	118	▁von	0.00041075	false	false
micro_b030	25	119	125	▁Marken	0.00016153	false	false
micro_b030	28	134	137	▁und	0.01594453	false	false
micro_b030	29	138	141	▁die	0.00094486	false	false
micro_b030	30	142	145	▁Ben	0.00007935	false	false
micro_b030	34	158	164	▁sozial	0.00054878	false	false
micro_b030	35	165	170	▁Schwa	0.00004026	false	false
micro_b030	37	175	185	▁verhindert	0.00016168	false	false
micro_b030	38	186	192	▁werden	0.00044409	false	false
micro_b030	40	194	201	▁Dennoch	0.99964488	true	true
micro_b030	41	202	208	▁möchte	0.00240572	false	false
micro_b030	42	209	213	▁kaum	0.00043976	false	false
micro_b030	43	214	220	▁jemand	0.00022650	false	false
micro_b030	44	221	225	▁sich	0.00041743	false	false
micro_b030	45	226	230	▁oder	0.01306323	false	false
micro_b030	46	231	236	▁seine	0.00011070	false	false
micro_b030	47	237	243	▁Kinder	0.00007212	false	false
micro_b030	48	244	246	▁in	0.00255314	false	false
micro_b030	49	247	254	▁Einheit	0.00024247	false	false
micro_b030	54	264	265	▁k	0.00047040	false	false
micro_b030	57	273	278	▁Zudem	0.99925047	true	true
micro_b030	58	279	285	▁stehen	0.00421658	false	false
micro_b030	59	286	292	▁solche	0.00020915	false	false
micro_b030	60	293	296	▁Uni	0.00010494	false	false
micro_b030	63	303	307	▁auch	0.00106321	false	false
micro_b030	64	308	311	▁für	0.00161219	false	false
micro_b030	65	312	316	▁eine	0.00068708	false	false
micro_b030	66	317	325	▁ideologi	0.00020065	false	false
micro_b030	68	330	336	▁Gleich	0.00015304	false	false
micro_b030	71	346	349	▁und	0.03695238	false	false
micro_b030	72	350	353	▁für	0.00096208	false	false
micro_b030	73	354	357	▁die	0.00094448	false	false
micro_b030	74	358	363	▁Unter	0.00009665	false	false
micro_b030	77	372	377	▁einer	0.00077531	false	false
micro_b030	78	378	391	▁individuellen	0.00006652	false	false
micro_b030	79	392	406	▁Persönlichkeit	0.00005450	false	false
micro_b031	1	0	2	▁In	0.99985015	true	true
micro_b031	2	3	14	▁Deutschland	0.00078522	false	false
micro_b031	3	15	21	▁sollte	0.04448721	false	false
micro_b031	4	22	25	▁man	0.00311700	false	false
micro_b031	5	26	29	▁die	0.00117305	false	false
micro_b031	6	30	32	▁To	0.00036063	false	false
micro_b031	10	42	47	▁nicht	0.00262351	false	false
micro_b031	11	48	54	▁wieder	0.00238589	false	false
micro_b031	12	55	58	▁ein	0.00088245	false	false
micro_b031	15	66	68	▁da	0.99820197	true	true
micro_b031	16	69	73	▁sich	0.00220777	false	false
micro_b031	17	74	81	▁niemand	0.00385463	false	false
micro_b031	18	82	85	▁das	0.00099163	false	false
micro_b031	19	86	91	▁Recht	0.00025075	false	false
micro_b031	20	92	94	▁an	0.00081679	false	false
micro_b031	23	100	104	▁kann	0.00171899	false	false
micro_b031	25	106	110	▁über	0.02327360	false	false
micro_b031	26	111	116	▁Leben	0.00087374	false	false
micro_b031	27	117	121	▁oder	0.00626316	false	false
micro_b031	28	122	125	▁Tod	0.00033022	false	false
micro_b031	29	126	131	▁eines	0.00170137	false	false
micro_b031	30	132	139	▁anderen	0.00019267	false	false
micro_b031	31	140	148	▁Menschen	0.00010083	false	false
micro_b031	32	149	151	▁zu	0.00074138	false	false
micro_b031	33	152	163	▁entscheiden	0.00141639	false	false
micro_b031	35	165	168	▁Die	0.99984980	true	true
micro_b031	36	169	171	▁To	0.00028368	false	false
micro_b031	40	181	185	▁wird	0.00480977	false	false
micro_b031	41	186	192	▁keinen	0.00260066	false	false
micro_b031	42	193	200	▁anderen	0.00039822	false	false
micro_b031	43	201	204	▁von	0.00282165	false	false
micro_b031	44	205	210	▁einer	0.00064703	false	false
micro_b031	45	211	213	▁Un	0.00075345	false	false
micro_b031	47	217	219	▁ab	0.00124608	false	false
micro_b031	50	227	229	▁Je	0.99959522	true	true
micro_b031	52	233	237	▁muss	0.00930600	false	false
micro_b031	53	238	241	▁die	0.00052600	false	false
micro_b031	54	242	253	▁Gelegenheit	0.00022039	false	false
micro_b031	55	254	261	▁gegeben	0.00017484	false	false
micro_b031	56	262	268	▁werden	0.00025892	false	false
micro_b031	58	270	274	▁sein	0.00763739	false	false
micro_b031	59	275	278	▁Gew	0.00028794	false	false
micro_b031	62	284	286	▁zu	0.00058425	false	false
micro_b031	63	287	290	▁sch	0.00012670	false	false
micro_b031	66	296	299	▁und	0.85261303	true	false
micro_b031	67	300	305	▁seine	0.00196625	false	false
micro_b031	68	306	309	▁Tat	0.00084254	false	false
micro_b031	69	310	311	▁	0.00008925	false	false
micro_b031	70	310	319	möglichst	0.00241692	false	false
micro_b031	71	320	326	▁wieder	0.00085097	false	false
micro_b031	72	327	330	▁gut	0.00043543	false	false
micro_b032	1	0	3	▁Für	0.99978393	true	true
micro_b032	2	4	9	▁Hunde	0.00036856	false	false
micro_b032	5	16	19	▁auf	0.00280965	false	false
micro_b032	6	20	23	▁Geh	0.00012073	false	false
micro_b032	8	29	35	▁sollte	0.05880593	false	false
micro_b032	9	36	39	▁die	0.00238564	false	false
micro_b032	10	40	44	▁Geld	0.00011336	false	false
micro_b032	14	49	55	▁erhöht	0.00223637	false	false
micro_b032	15	56	62	▁werden	0.00060090	false	false
micro_b032	17	64	69	▁Hunde	0.99972302	true	true
micro_b032	20	76	80	▁sind	0.00084784	false	false
micro_b032	21	81	83	▁ek	0.00060027	false	false
micro_b032	23	87	90	▁und	0.13026679	false	false
micro_b032	24	91	94	▁ein	0.00175859	false	false
micro_b032	25	95	101	▁hygien	0.00021163	false	false
micro_b032	28	108	115	▁Problem	0.00010219	false	false
micro_b032	30	117	121	▁Auch	0.99974352	true	true
micro_b032	31	122	128	▁Kinder	0.00025079	false	false
micro_b032	33	130	140	▁Erwachsene	0.00059341	false	false
micro_b032	34	141	144	▁und	0.00472869	false	false
micro_b032	35	145	151	▁andere	0.00037712	false	false
micro_b032	36	152	157	▁Tiere	0.00013248	false	false
micro_b032	37	158	164	▁dürfen	0.00802371	false	false
micro_b032	38	165	170	▁keine	0.00424056	false	false
micro_b032	39	171	174	▁Hau	0.00034406	false	false
micro_b032	41	178	181	▁auf	0.00203925	false	false
micro_b032	42	182	185	▁die	0.00077274	false	false
micro_b032	43	186	189	▁Geh	0.00021410	false	false
micro_b032	45	194	200	▁setzen	0.00149710	false	false
micro_b032	47	202	205	▁Ent	0.99868435	true	true
micro_b032	51	211	214	▁man	0.00227680	false	false
micro_b032	52	215	218	▁die	0.00027231	false	false
micro_b032	53	219	222	▁Hau	0.00037491	false	false
micro_b032	55	226	232	▁selbst	0.00133644	false	false
micro_b032	56	233	236	▁und	0.08505837	false	false
micro_b032	57	237	243	▁sofort	0.00462596	false	false
micro_b032	59	245	248	▁ist	0.97634637	true	false
micro_b032	60	249	253	▁eine	0.00332153	false	false
micro_b032	61	254	258	▁Geld	0.00011510	false	false
micro_b032	65	263	268	▁nicht	0.00339487	false	false
micro_b032	66	269	281	▁erforderlich	0.00197478	false	false
micro_b033	1	0	3	▁Ich	0.99976403	true	true
micro_b033	2	4	5	▁	0.00060571	false	false
micro_b033	3	4	9	halte	0.06684545	false	false
micro_b033	4	10	14	▁eine	0.00380887	false	false
micro_b033	5	15	19	▁Rand	0.00059870	false	false
micro_b033	9	28	31	▁des	0.00034777	false	false
micro_b033	10	32	36	▁Temp	0.00016973	false	false
micro_b033	13	44	48	▁Feld	0.00012177	false	false
micro_b033	15	51	54	▁aus	0.02831575	false	false
micro_b033	16	55	56	▁	0.00010917	false	false
micro_b033	17	55	61	städte	0.00020707	false	false
micro_b033	20	71	78	▁Gründen	0.00013122	false	false
micro_b033	21	79	82	▁für	0.01251518	false	false
micro_b033	22	83	90	▁richtig	0.00068474	false	false
micro_b033	24	92	94	▁da	0.98170459	true	true
micro_b033	25	95	98	▁das	0.00192561	false	false
micro_b033	26	99	100	▁A	0.00041318	false	false
micro_b033	28	105	111	▁mitten	0.00037832	false	false
micro_b033	29	112	114	▁in	0.00011419	false	false
micro_b033	30	115	118	▁der	0.00039654	false	false
micro_b033	31	119	124	▁Stadt	0.00011508	false	false
micro_b033	32	125	126	▁(	0.00954303	false	false
micro_b033	38	138	143	▁liegt	0.00072562	false	false
micro_b033	40	145	148	▁Die	0.99936825	true	true
micro_b033	41	149	154	▁Größe	0.00046204	false	false
micro_b033	42	155	158	▁des	0.00041614	false	false
micro_b033	43	159	163	▁Feld	0.00018978	false	false
micro_b033	45	166	171	▁lässt	0.00547554	false	false
micro_b033	46	172	178	▁sowohl	0.00178004	false	false
micro_b033	47	179	183	▁Wohn	0.00028103	false	false
micro_b033	51	192	195	▁als	0.00920488	false	false
micro_b033	52	196	200	▁auch	0.00010125	false	false
micro_b033	53	201	210	▁großzügig	0.00029828	false	false
micro_b033	55	212	216	▁Frei	0.00005585	false	false
micro_b033	57	222	224	▁zu	0.00089399	false	false
micro_b034	1	0	7	▁Studien	0.99948990	true	true
micro_b034	4	16	22	▁dürfte	0.01278470	false	false
micro_b034	6	24	29	▁nicht	0.00156486	false	false
micro_b034	7	30	38	▁generell	0.00095104	false	false
micro_b034	8	39	41	▁an	0.00769068	false	false
micro_b034	9	42	53	▁Universität	0.00009659	false	false
micro_b034	11	56	63	▁erhoben	0.00118316	false	false
micro_b034	12	64	70	▁werden	0.00028507	false	false
micro_b034	14	72	83	▁Universität	0.99968851	true	true
micro_b034	16	86	90	▁sind	0.00251848	false	false
micro_b034	17	91	94	▁für	0.00329035	false	false
micro_b034	18	95	99	▁alle	0.00025086	false	false
micro_b034	19	100	106	▁Bürger	0.00016700	false	false
micro_b034	20	107	109	▁da	0.00049986	false	false
micro_b034	22	111	121	▁unabhängig	0.47047058	false	false
micro_b034	23	122	125	▁vom	0.00004032	false	false
micro_b034	24	126	130	▁Geld	0.00005212	false	false
micro_b034	29	138	145	▁Bildung	0.99941897	true	true
micro_b034	30	146	149	▁und	0.00056917	false	false
micro_b034	31	150	160	▁Ausbildung	0.00013695	false	false
micro_b034	32	161	165	▁sind	0.00130143	false	false
micro_b034	33	166	171	▁Grund	0.00116423	false	false
micro_b034	36	179	182	▁die	0.36356810	false	false
micro_b034	37	183	186	▁der	0.00083810	false	false
micro_b034	38	187	192	▁Staat	0.00032885	false	false
micro_b034	40	194	197	▁die	0.18146193	false	false
micro_b034	41	198	210	▁Gesellschaft	0.00020292	false	false
micro_b034	42	211	218	▁leisten	0.00022901	false	false
micro_b034	43	219	225	▁müssen	0.00150768	false	false
micro_b034	45	227	231	▁Fehl	0.99960929	true	true
micro_b034	47	233	236	▁den	0.00010816	false	false
micro_b034	48	237	248	▁Universität	0.00008317	false	false
micro_b034	50	251	255	▁Geld	0.00036576	false	false
micro_b034	52	257	261	▁muss	0.98165268	true	false
micro_b034	53	262	266	▁nach	0.01756594	false	false
micro_b034	54	267	274	▁Sponsor	0.00485991	false	false
micro_b034	56	277	284	▁gesucht	0.00340603	false	false
micro_b034	57	285	291	▁werden	0.00041480	false	false
micro_b034	59	293	299	▁Leider	0.99985409	true	true
micro_b034	60	300	304	▁kann	0.00230086	false	false
micro_b034	61	305	309	▁dies	0.00079659	false	false
micro_b034	62	310	312	▁in	0.00026447	false	false
micro_b034	63	313	319	▁manche	0.00017210	false	false
micro_b034	65	321	327	▁Fällen	0.00008439	false	false
micro_b034	66	328	330	▁zu	0.00272133	false	false
micro_b034	67	331	333	▁un	0.00035906	false	false
micro_b034	71	343	345	▁Ab	0.00022639	false	false
micro_b034	75	358	364	▁führen	0.00025618	false	false
micro_b035	1	0	5	▁Natur	0.99982268	true	true
micro_b035	4	19	23	▁sind	0.00657780	false	false
micro_b035	5	24	26	▁in	0.00078176	false	false
micro_b035	6	27	33	▁vielen	0.00009113	false	false
micro_b035	7	34	43	▁Bereichen	0.00014860	false	false
micro_b035	8	44	46	▁er	0.00134098	false	false
micro_b035	11	54	55	▁	0.00008169	false	false
micro_b035	12	54	64	gesundheit	0.00016558	false	false
micro_b035	17	75	85	▁Behandlung	0.00006928	false	false
micro_b035	22	96	99	▁die	0.90012974	true	true
micro_b035	23	100	106	▁häufig	0.00169789	false	false
micro_b035	24	107	108	▁	0.00012296	false	false
micro_b035	25	107	112	preis	0.00052104	false	false
micro_b035	28	119	122	▁als	0.01240585	false	false
micro_b035	29	123	134	▁Medikamente	0.00137749	false	false
micro_b035	30	135	138	▁der	0.00049239	false	false
micro_b035	31	139	144	▁Schul	0.00066724	false	false
micro_b035	33	152	156	▁sind	0.00143446	false	false
micro_b035	35	158	161	▁die	0.91506922	true	false
micro_b035	36	162	164	▁ja	0.04507356	false	false
micro_b035	37	165	169	▁auch	0.00783572	false	false
micro_b035	38	170	177	▁bezahlt	0.00358471	false	false
micro_b035	39	178	184	▁werden	0.00091398	false	false
micro_b035	41	186	188	▁Of	0.99925250	true	true
micro_b035	43	190	194	▁sind	0.00576518	false	false
micro_b035	44	195	200	▁Natur	0.01071910	false	false
micro_b035	47	214	217	▁für	0.00323451	false	false
micro_b035	48	218	221	▁die	0.00025657	false	false
micro_b035	49	222	231	▁Patienten	0.00008290	false	false
micro_b035	50	232	237	▁nicht	0.00090510	false	false
micro_b035	51	238	240	▁so	0.00128262	false	false
micro_b035	52	241	245	▁sehr	0.00019587	false	false
micro_b035	53	246	252	▁belast	0.00174432	false	false
micro_b035	56	257	262	▁Diese	0.99974746	true	true
micro_b035	57	263	267	▁Heil	0.00011636	false	false
micro_b035	59	277	283	▁können	0.00549664	false	false
micro_b035	60	284	289	▁durch	0.01047824	false	false
micro_b035	61	290	293	▁das	0.00023984	false	false
micro_b035	62	294	300	▁aktive	0.00010229	false	false
micro_b035	63	301	305	▁Mitt	0.00082433	false	false
micro_b035	65	308	311	▁der	0.00030796	false	false
micro_b035	66	312	321	▁Patienten	0.00007178	false	false
micro_b035	67	322	328	▁häufig	0.00437845	false	false
micro_b035	68	329	332	▁Bes	0.00037088	false	false
micro_b035	71	339	342	▁des	0.00020358	false	false
micro_b035	72	343	350	▁Zustand	0.00015191	false	false
micro_b035	74	353	355	▁be	0.00097773	false	false
micro_b035	77	363	366	▁Die	0.99982446	true	true
micro_b035	78	367	370	▁Kas	0.00050330	false	false
micro_b035	80	374	380	▁müssen	0.00528845	false	false
micro_b035	81	381	383	▁be	0.00069166	false	false
micro_b035	84	390	396	▁werden	0.00037321	false	false
micro_b035	86	398	401	▁die	0.00325949	false	false
micro_b035	87	402	414	▁Entscheidung	0.00094268	false	false
micro_b035	88	415	418	▁des	0.00031200	false	false
micro_b035	89	419	423	▁Arzt	0.00017002	false	false
micro_b035	91	426	429	▁für	0.00353827	false	false
micro_b035	92	430	434	▁eine	0.00045757	false	false
micro_b035	93	435	440	▁Natur	0.00033387	false	false
micro_b035	96	455	459	▁anzu	0.00068190	false	false
micro_b035	99	468	471	▁und	0.64868242	true	false
micro_b035	100	472	476	▁auch	0.00843024	false	false
micro_b035	101	477	479	▁zu	0.00214795	false	false
micro_b035	102	480	488	▁bezahlen	0.00069464	false	false
micro_b036	1	0	5	▁Video	0.99980098	true	true
micro_b036	3	12	19	▁sollten	0.00838057	false	false
micro_b036	4	20	22	▁in	0.00106257	false	false
micro_b036	5	23	26	▁den	0.00022552	false	false
micro_b036	6	27	29	▁Re	0.00020796	false	false
micro_b036	8	34	37	▁der	0.00005439	false	false
micro_b036	9	38	43	▁Olymp	0.00031045	false	false
micro_b036	11	50	53	▁Dis	0.00010892	false	false
micro_b036	15	62	73	▁aufgenommen	0.00051757	false	false
micro_b036	16	74	80	▁werden	0.00047037	false	false
micro_b036	18	82	85	▁Die	0.99984980	true	true
micro_b036	19	86	96	▁Leistungen	0.00045042	false	false
micro_b036	21	98	101	▁die	0.07383342	false	false
micro_b036	22	102	105	▁dem	0.00028080	false	false
micro_b036	23	106	113	▁Spieler	0.00012759	false	false
micro_b036	24	114	123	▁teilweise	0.00141634	false	false
micro_b036	25	124	126	▁ab	0.00065087	false	false
micro_b036	29	135	141	▁werden	0.00055710	false	false
micro_b036	31	143	147	▁sind	0.04004140	false	false
micro_b036	32	148	154	▁immens	0.00111047	false	false
micro_b036	33	155	158	▁und	0.35169423	false	false
micro_b036	34	159	167	▁durchaus	0.00082273	false	false
micro_b036	35	168	171	▁mit	0.00107970	false	false
micro_b036	36	172	177	▁sport	0.00088699	false	false
micro_b036	38	184	186	▁An	0.00012106	false	false
micro_b036	41	196	198	▁zu	0.00053988	false	false
micro_b036	42	199	210	▁vergleichen	0.00078588	false	false
micro_b036	44	212	214	▁Es	0.99962890	true	true
micro_b036	45	215	221	▁werden	0.00068469	false	false
micro_b036	46	222	227	▁durch	0.00579029	false	false
micro_b036	47	228	240	▁verschiedene	0.00016650	false	false
micro_b036	48	241	247	▁Spiele	0.00010761	false	false
micro_b036	49	248	252	▁auch	0.00151712	false	false
micro_b036	50	253	265	▁verschiedene	0.00009353	false	false
micro_b036	51	266	275	▁Fähigkeit	0.00007901	false	false
micro_b036	53	278	287	▁gefördert	0.00022814	false	false
micro_b036	54	288	291	▁und	0.27207866	false	false
micro_b036	55	292	293	▁	0.00006432	false	false
micro_b036	56	292	301	gefordert	0.00033952	false	false
micro_b036	58	303	305	▁so	0.46390879	false	true
micro_b036	59	306	307	▁z	0.00006729	false	false
micro_b036	63	311	318	▁Planung	0.00141191	false	false
micro_b036	67	330	338	▁Reaktion	0.00085028	false	false
micro_b036	72	353	356	▁und	0.00114720	false	false
