doc_id	language	char_offset	token_index	adu_id	edu_id	boundary_class	source	status	confidence	model	run_id	sameunit_affected
micro_b037	de	70	13	a2	e2	adu	SeCoRel	automatic	0.99934572	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b037	de	149	24	a3	e3	adu	SeCoRel	automatic	0.99841547	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b037	de	289	47	a4	e4	adu	SeCoRel	automatic	0.99907446	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b037	de	354	57	a5	e5	adu	SeCoRel	automatic	0.99837852	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b038	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b038	de	68	9	a2	e2	adu	SeCoRel	automatic	0.99893636	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b038	de	201	25	a3	e3	adu	SeCoRel	automatic	0.99141437	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b038	de	294	36	a4	e4	adu	SeCoRel	automatic	0.99923897	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b038	de	414	54	a5	e5	adu	SeCoRel	automatic	0.99840003	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b038	de	494	66	a6	e6	adu	SeCoRel	automatic	0.99843520	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b038	de	573	81	a6	e7	internal_edu	SeCoRel	automatic	0.88246542	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b039	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b039	de	75	13	a2	e2	adu	SeCoRel	automatic	0.99942064	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b039	de	192	27	a3	e3	adu	SeCoRel	automatic	0.99894184	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b039	de	262	39	a4	e4	adu	SeCoRel	automatic	0.99933618	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b039	de	403	66	a5	e5	adu	SeCoRel	automatic	0.99943298	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b039	de	506	84	a6	e6	adu	SeCoRel	automatic	0.99803764	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b039	de	566	92	a6	e7	internal_edu	SeCoRel	automatic	0.50283891	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b040	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b040	de	84	12	a2	e2	adu	SeCoRel	automatic	0.99610221	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b040	de	175	27	a3	e3	adu	SeCoRel	automatic	0.96749496	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b040	de	269	43	a4	e4	adu	SeCoRel	automatic	0.99952745	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b040	de	405	63	a4	e5	internal_edu	SeCoRel	automatic	0.98866397	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b040	de	427	67	a5	e6	adu	SeCoRel	automatic	0.99959332	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b040	de	456	71	a5	e7	internal_edu	SeCoRel	automatic	0.94881743	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b040	de	540	82	a6	e8	adu	SeCoRel	automatic	0.99885046	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b040	de	576	89	a6	e9	internal_edu	SeCoRel	automatic	0.99703431	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b041	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b041	de	50	6	a1	e2	internal_edu	SeCoRel	automatic	0.99202174	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b041	de	98	14	a2	e3	adu	SeCoRel	automatic	0.99874830	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b041	de	166	26	a2	e4	internal_edu	SeCoRel	automatic	0.50137717	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b041	de	218	33	a3	e5	adu	SeCoRel	automatic	0.99965107	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b041	de	288	43	a4	e6	adu	SeCoRel	automatic	0.99678922	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b041	de	340	51	a4	e7	internal_edu	SeCoRel	automatic	0.98949474	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b041	de	369	56	a5	e8	adu	SeCoRel	automatic	0.99924707	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b041	de	449	65	a6	e9	adu	SeCoRel	automatic	0.99714065	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b042	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b042	de	119	16	a1	e2	internal_edu	SeCoRel	automatic	0.98942554	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b042	de	157	22	a2	e3	adu	SeCoRel	automatic	0.99962783	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b042	de	237	35	a3	e4	adu	SeCoRel	automatic	0.99917537	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b042	de	344	53	a4	e5	adu	SeCoRel	automatic	0.99508357	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b042	de	404	61	a5	e6	adu	SeCoRel	automatic	0.99960417	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b042	de	548	82	a5	e7	internal_edu	SeCoRel	automatic	0.90877670	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b042	de	602	89	a6	e8	adu	SeCoRel	automatic	0.99920952	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b042	de	685	100	a6	e9	internal_edu	SeCoRel	automatic	0.99408454	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b044	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b044	de	84	10	a1	e2	internal_edu	SeCoRel	automatic	0.99323082	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b044	de	120	16	a2	e3	adu	SeCoRel	automatic	0.99698454	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b044	de	150	21	a3	e4	adu	SeCoRel	automatic	0.99941516	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b044	de	216	30	a4	e5	adu	SeCoRel	automatic	0.99528956	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b044	de	255	35	a5	e6	adu	SeCoRel	automatic	0.99926919	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b045	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	true
micro_b045	de	118	19	a1	e2	internal_edu	SeCoRel	automatic	0.99670875	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b045	de	156	25	a2	e3	adu	SeCoRel	automatic	0.99946731	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b045	de	208	35	a3	e4	adu	SeCoRel	automatic	0.99730372	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b045	de	306	48	a4	e5	adu	SeCoRel	automatic	0.99940646	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b045	de	387	62	a5	e6	adu	SeCoRel	automatic	0.99686486	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b046	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b046	de	58	6	a2	e2	adu	SeCoRel	automatic	0.99768269	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b046	de	114	14	a3	e3	adu	SeCoRel	automatic	0.99891758	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b046	de	190	26	a4	e4	adu	SeCoRel	automatic	0.99956578	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b046	de	293	40	a5	e5	adu	SeCoRel	automatic	0.99930882	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b047	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b047	de	57	11	a2	e2	adu	SeCoRel	automatic	0.99933189	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b047	de	171	26	a3	e3	adu	SeCoRel	automatic	0.99907851	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b047	de	242	35	a4	e4	adu	SeCoRel	automatic	0.99215686	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b047	de	321	47	a5	e5	adu	SeCoRel	automatic	0.99928159	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b048	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b048	de	49	9	a2	e2	adu	SeCoRel	automatic	0.99549872	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b048	de	92	16	a3	e3	adu	SeCoRel	automatic	0.99281138	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b048	de	168	27	a4	e4	adu	SeCoRel	automatic	0.99906152	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b048	de	259	40	a5	e5	adu	SeCoRel	automatic	0.99920195	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b049	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b049	de	98	13	a2	e2	adu	SeCoRel	automatic	0.99584502	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b049	de	151	23	a3	e3	adu	SeCoRel	automatic	0.99906498	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b049	de	186	29	a3	e4	internal_edu	SeCoRel	automatic	0.99577749	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b049	de	256	39	a4	e5	adu	SeCoRel	automatic	0.99946541	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b049	de	371	57	a5	e6	adu	SeCoRel	automatic	0.99739456	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b050	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b050	de	75	8	a2	e2	adu	SeCoRel	automatic	0.99811089	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b050	de	150	20	a3	e3	adu	SeCoRel	automatic	0.99930894	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b050	de	214	32	a4	e4	adu	SeCoRel	automatic	0.99616075	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b050	de	271	42	a5	e5	adu	SeCoRel	automatic	0.99952281	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b051	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b051	de	92	15	a2	e2	adu	SeCoRel	automatic	0.99933523	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b051	de	183	30	a3	e3	adu	SeCoRel	automatic	0.99770761	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b051	de	267	41	a4	e4	adu	SeCoRel	automatic	0.99938917	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b051	de	381	57	a5	e5	adu	SeCoRel	automatic	0.99940324	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b051	de	465	68	a6	e6	adu	SeCoRel	automatic	0.99933511	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b052	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	true
micro_b052	de	70	10	a2	e2	adu	SeCoRel	automatic	0.99782073	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b052	de	142	21	a3	e3	adu	SeCoRel	automatic	0.99699712	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b052	de	215	34	a4	e4	adu	SeCoRel	automatic	0.99967313	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b052	de	330	51	a5	e5	adu	SeCoRel	automatic	0.99919683	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b053	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b053	de	127	16	a2	e2	adu	SeCoRel	automatic	0.99940622	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b053	de	234	33	a3	e3	adu	SeCoRel	automatic	0.99947590	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b053	de	309	44	a4	e4	adu	SeCoRel	automatic	0.99687445	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b053	de	395	58	a5	e5	adu	SeCoRel	automatic	0.99954551	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b053	de	477	68	a6	e6	adu	SeCoRel	automatic	0.99849021	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b054	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	true
micro_b054	de	47	7	a2	e2	adu	SeCoRel	automatic	0.99372852	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b054	de	91	14	a2	e3	internal_edu	SeCoRel	automatic	0.81967425	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b054	de	116	18	a2	e4	internal_edu	SeCoRel	automatic	0.93649322	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b054	de	145	24	a2	e5	internal_edu	SeCoRel	automatic	0.57497352	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b054	de	183	31	a3	e6	adu	SeCoRel	automatic	0.99943274	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b054	de	228	41	a4	e7	adu	SeCoRel	automatic	0.99021626	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b054	de	313	53	a5	e8	adu	SeCoRel	automatic	0.99943906	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b054	de	477	78	a6	e9	adu	SeCoRel	automatic	0.99936408	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b054	de	560	90	a6	e10	internal_edu	SeCoRel	automatic	0.99711287	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b055	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b055	de	29	6	a2	e2	adu	SeCoRel	automatic	0.98061889	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b055	de	123	24	a3	e3	adu	SeCoRel	automatic	0.99916673	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b055	de	195	38	a3	e4	internal_edu	SeCoRel	automatic	0.97101319	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b055	de	257	48	a4	e5	adu	SeCoRel	automatic	0.99848914	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b055	de	366	70	a4	e6	internal_edu	SeCoRel	automatic	0.98956233	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b055	de	416	77	a5	e7	adu	SeCoRel	automatic	0.99919146	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b055	de	501	92	a5	e8	internal_edu	SeCoRel	automatic	0.98626977	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b055	de	541	99	a6	e9	adu	SeCoRel	automatic	0.99776089	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b055	de	643	115	a6	e10	internal_edu	SeCoRel	automatic	0.94488323	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b056	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b056	de	96	17	a2	e2	adu	SeCoRel	automatic	0.99913353	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b056	de	157	27	a2	e3	internal_edu	SeCoRel	automatic	0.98722816	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b056	de	188	32	a2	e4	internal_edu	SeCoRel	automatic	0.99612302	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b056	de	216	38	a2	e5	internal_edu	SeCoRel	automatic	0.97355258	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b056	de	248	45	a3	e6	adu	SeCoRel	automatic	0.99916923	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b056	de	367	65	a4	e7	adu	SeCoRel	automatic	0.99041736	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b056	de	481	81	a5	e8	adu	SeCoRel	automatic	0.99789232	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b056	de	559	95	a6	e9	adu	SeCoRel	automatic	0.96995777	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b057	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	true
micro_b057	de	100	21	a2	e2	adu	SeCoRel	automatic	0.99718577	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b057	de	168	37	a2	e3	internal_edu	SeCoRel	automatic	0.97562033	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b057	de	224	49	a2	e4	internal_edu	SeCoRel	automatic	0.93171972	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b057	de	260	59	a2	e5	internal_edu	SeCoRel	automatic	0.59417456	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b057	de	280	64	a3	e6	adu	SeCoRel	automatic	0.99925429	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b057	de	344	74	a3	e7	internal_edu	SeCoRel	automatic	0.99148834	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b057	de	482	92	a4	e8	adu	SeCoRel	automatic	0.99885404	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b057	de	527	99	a4	e9	internal_edu	SeCoRel	automatic	0.81314462	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b058	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	true
micro_b058	de	137	22	a2	e2	adu	SeCoRel	automatic	0.99914098	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b058	de	205	35	a3	e3	adu	SeCoRel	automatic	0.99710304	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b058	de	289	50	a4	e4	adu	SeCoRel	automatic	0.65825599	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b058	de	336	57	a4	e5	internal_edu	SeCoRel	automatic	0.99646449	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b058	de	398	68	a4	e6	internal_edu	SeCoRel	automatic	0.99388874	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b058	de	489	85	a5	e7	adu	SeCoRel	automatic	0.99957055	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b058	de	554	96	a6	e8	adu	SeCoRel	automatic	0.99419725	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b058	de	596	103	a6	e9	internal_edu	SeCoRel	automatic	0.95073491	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b058	de	631	109	a7	e10	adu	SeCoRel	automatic	0.99929869	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b058	de	726	122	a7	e11	internal_edu	SeCoRel	automatic	0.99207896	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b058	de	782	132	a7	e12	internal_edu	SeCoRel	automatic	0.61324036	SeCoRel	secorel_disrpt_sentence_chunks_v1	true
micro_b059	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b059	de	118	16	a2	e2	adu	SeCoRel	automatic	0.99892813	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b059	de	235	31	a3	e3	adu	SeCoRel	automatic	0.99963868	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b059	de	341	47	a4	e4	adu	SeCoRel	automatic	0.99142671	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b059	de	457	63	a5	e5	adu	SeCoRel	automatic	0.99950039	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b060	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b060	de	121	14	a2	e2	adu	SeCoRel	automatic	0.99887186	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b060	de	206	25	a3	e3	adu	SeCoRel	automatic	0.99957234	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b060	de	283	36	a4	e4	adu	SeCoRel	automatic	0.99828100	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b060	de	347	46	a5	e5	adu	SeCoRel	automatic	0.99941897	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b061	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b061	de	49	7	a1	e2	internal_edu	SeCoRel	automatic	0.98820657	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b061	de	90	14	a1	e3	internal_edu	SeCoRel	automatic	0.68523115	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b061	de	112	18	a2	e4	adu	SeCoRel	automatic	0.99921799	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b061	de	174	27	a3	e5	adu	SeCoRel	automatic	0.99830830	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b062	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b062	de	80	15	a2	e2	adu	SeCoRel	automatic	0.99934071	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b062	de	171	30	a3	e3	adu	SeCoRel	automatic	0.99956948	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b062	de	243	42	a4	e4	adu	SeCoRel	automatic	0.99752134	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b062	de	353	57	a5	e5	adu	SeCoRel	automatic	0.99921310	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b062	de	391	62	a5	e6	internal_edu	SeCoRel	automatic	0.99255812	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b062	de	444	69	a6	e7	adu	SeCoRel	automatic	0.99882442	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b064	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b064	de	12	3	a1	e2	internal_edu	SeCoRel	automatic	0.77553409	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b064	de	125	18	a2	e3	adu	SeCoRel	automatic	0.99765909	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b064	de	193	28	a3	e4	adu	SeCoRel	automatic	0.99940288	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b064	de	307	43	a4	e5	adu	SeCoRel	automatic	0.99961072	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b064	de	412	57	a5	e6	adu	SeCoRel	automatic	0.99862278	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b064	de	522	72	a6	e7	adu	SeCoRel	automatic	0.99908519	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d01	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_d01	de	40	7	a2	e2	adu	SeCoRel	automatic	0.99952698	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d01	de	111	19	a3	e3	adu	SeCoRel	automatic	0.99841547	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d01	de	154	28	a4	e4	adu	SeCoRel	automatic	0.99959189	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d01	de	174	32	a4	e5	internal_edu	SeCoRel	automatic	0.99608153	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d01	de	210	39	a5	e6	adu	SeCoRel	automatic	0.99615723	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d02	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_d02	de	70	10	a2	e2	adu	SeCoRel	automatic	0.99916255	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d02	de	152	23	a3	e3	adu	SeCoRel	automatic	0.99778157	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d02	de	173	26	a3	e4	internal_edu	SeCoRel	automatic	0.90325832	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d02	de	245	35	a4	e5	adu	SeCoRel	automatic	0.99953973	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d02	de	319	50	a5	e6	adu	SeCoRel	automatic	0.99876010	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d03	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_d03	de	70	11	a2	e2	adu	SeCoRel	automatic	0.99881339	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d03	de	103	17	a2	e3	internal_edu	SeCoRel	automatic	0.99213421	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d03	de	129	21	a3	e4	adu	SeCoRel	automatic	0.99937785	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d03	de	176	30	a4	e5	adu	SeCoRel	automatic	0.99722433	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d03	de	232	40	a5	e6	adu	SeCoRel	automatic	0.99861145	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d04	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_d04	de	88	12	a2	e2	adu	SeCoRel	automatic	0.99934739	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d04	de	167	22	a3	e3	adu	SeCoRel	automatic	0.99888998	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d04	de	239	35	a4	e4	adu	SeCoRel	automatic	0.99758911	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d04	de	302	45	a5	e5	adu	SeCoRel	automatic	0.99959248	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d04	de	354	55	a5	e6	internal_edu	SeCoRel	automatic	0.99533325	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d05	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_d05	de	45	7	a2	e2	adu	SeCoRel	automatic	0.99787116	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d05	de	135	24	a3	e3	adu	SeCoRel	automatic	0.99886632	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d05	de	231	41	a4	e4	adu	SeCoRel	automatic	0.99904448	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d05	de	260	45	a4	e5	internal_edu	SeCoRel	automatic	0.97480029	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d05	de	313	54	a5	e6	adu	SeCoRel	automatic	0.99948102	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d06	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_d06	de	61	10	a2	e2	adu	SeCoRel	automatic	0.99922311	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_d06	de	97	17	a3	e3	adu	SeCoRel	automatic	0.99823004	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
