doc_id	adu_id	adu_index	de_start	de_end	en_start	en_end	de_text	en_text
micro_b034	a1	1	0	71	0	61	Studiengebühren dürften nicht generell an Universitäten erhoben werden.	Tuition fees should not generally be charged by universities.
micro_b034	a2	2	72	137	62	127	Universitäten sind für alle Bürger da, unabhängig vom Geldbeutel.	Universities are for all citizens, independent of their finances.
micro_b034	a3	3	138	226	128	216	Bildung und Ausbildung sind Grundrechte, die der Staat, die Gesellschaft leisten müssen.	Education and training are fundamental rights which the state, the society must provide.
micro_b034	a4	4	227	292	217	273	Fehlt den Universitäten Geld, muss nach Sponsoren gesucht werden.	If a university lacks the funds, sponsors must be found.
micro_b034	a5	5	293	365	274	345	Leider kann dies in manchen Fällen zu unliebsamen Abhängigkeiten führen.	Unfortunately this can lead to disagreeable dependencies in some cases.
micro_b035	a1	1	0	95	0	84	Naturheilverfahren sind in vielen Bereichen erwiesene gesundheitsfördernde Behandlungsmethoden,	Complementary medicine includes treatments with proven health benefits in many areas
micro_b035	a2	2	96	185	85	191	die häufig preiswerter als Medikamente der Schulmedizin sind, die ja auch bezahlt werden.	which are often less costly than medication from conventional medicine, which are also paid for after all.
micro_b035	a3	3	186	256	192	263	Oft sind Naturheilverfahren für die Patienten nicht so sehr belastend.	Often natural treatments do not put as much of a strain on the patient.
micro_b035	a4	4	257	362	264	384	Diese Heilverfahren können durch das aktive Mittun der Patienten häufig Besserung des Zustandes bewirken.	Such therapies can frequently result in an improvement in the condition through the active participation of the patient.
micro_b035	a5	5	363	489	385	512	Die Kassen müssen befähigt werden, die Entscheidung des Arztes für eine Naturheilbehandlung anzuerkennen und auch zu bezahlen.	The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.
micro_b036	a1	1	0	81	0	64	Videospiele sollten in den Reigen der Olympischen Disziplinen aufgenommen werden.	Video games ought to be included in the ranks of Olympic events.
micro_b036	a2	2	82	211	65	171	Die Leistungen, die dem Spieler teilweise abverlangt werden, sind immens und durchaus mit sportlicher Anstrengung zu vergleichen.	The performance often required by players is considerable and by all means comparable to physical efforts.
micro_b036	a3	3	212	302	172	232	Es werden durch verschiedene Spiele auch verschiedene Fähigkeiten gefördert und gefordert,	Various skills are promoted and required by different games,
micro_b036	a4	4	303	404	233	310	so z.B. Planungsfähigkeit, Reaktionsschnelligkeit und Kombinationsfähigkeit, um nur einige zu nennen.	including planning abilities, reaction time, and reasoning to name but a few.
micro_b036	a5	5	405	489	311	387	Einige Videospiele sind bezüglich ihrer Anforderungen zwar nicht sportlich relevant,	Considering their requirements, some video games are not relevant as sports,
micro_b036	a6	6	490	579	388	472	doch sollte dieses Problem durch eine klar strukturierte Vorauswahl gelöst werden können.	but this issue should be solvable through a clearly structured preselection process.
micro_b037	a1	1	0	69	0	76	"Die ""Pille danach"" sollte rezeptfrei in der Apotheke erhältlich sein."	The morning-after pill ought to be available over-the-counter in pharmacies.
micro_b037	a2	2	70	148	77	153	Auch mit modernsten Verhütungsmethoden kann es zu Fehlern und Problemen kommen	Even with state-of-the-art contraceptives there can be mistakes and problems
micro_b037	a3	3	149	288	154	273	und eine ungewollte Schwangerschaft kann sowohl für die Eltern als auch das Kind eine schwere Belastung für den Rest des Lebens darstellen.	and an unwanted pregnancy can place a significant strain on both the parents and the child for the rest of their lives.
micro_b037	a4	4	289	353	274	321	Manche befürchten einen zu sorglosen Umgang mit solchen Mitteln,	Some worry about careless use of such measures,
micro_b037	a5	5	354	445	322	401	doch sollte diesem Problem lieber mit ausführlicher, vorheriger Aufklärung begegnet werden.	but this problem should rather be addressed with comprehensive prior education.
micro_b038	a1	1	0	67	0	58	Schuluniformen sollten an unseren Schulen wieder eingeführt werden.	School uniforms should be introduced in our schools again.
micro_b038	a2	2	68	200	59	155	Dies sorgt in unserer stark auf wirtschaftlichen Erfolg ausgerichteten Gesellschaft für eine zumindest oberflächliche Gleichmachung,	This provides an at least superficial equalization in our heavily economically oriented society,
micro_b038	a3	3	201	293	156	242	was Diskriminierung finanziell und/oder sozial schlechter gestellter Kinder reduzieren kann.	which may reduce discrimination of financially and/or socially disadvantaged children.
micro_b038	a4	4	294	413	243	354	Außerdem erleichtert es das Finden von Schulschwänzern, die sich vielleicht ein paar letzte Schulstunden sparen wollen.	Furthermore, it would facilitate the finding of truants, who may wish to get away with fewer classes at school.
micro_b038	a5	5	414	493	355	429	Uniformen rufen immer sogleich die Angst vor Verlust der Individualität hervor,	Uniforms always and immediately provoke fear of losing one's individuality
micro_b038	a6	6	494	648	430	582	doch ist das, was an heutigen Schulen fehlt, eher der echte Gemeinschaftssinn, der durch ein gleiches gemeinsames Auftreten unter Umständen gestärkt wird.	but what's really lacking in schools today is rather a real sense of community, which would possibly be strengthened by an equal, collective appearance.
micro_b039	a1	1	0	74	0	65	Die EU sollte auf das politische Geschehen in der Ukraine Einfluss nehmen.	The EU should exert influence on the political events in Ukraine.
micro_b039	a2	2	75	191	66	154	Die Entwicklungen in diesem Konflikt sollten nicht allein den ehemaligen Kalter-Kriegs-Opponenten überlassen werden,	The developments in that conflict should not be left to former Cold War opponents alone,
micro_b039	a3	3	192	261	155	212	denn dieser Kurs kann nur in irgendeiner Weise zur Eskalation führen.	for that course can only lead to escalation in some form.
micro_b039	a4	4	262	402	213	340	Die Ukraine liegt der EU außerdem sowohl kulturell als auch geographisch viel näher als andere Länder, in denen sich die EU engagiert (hat).	Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with.
micro_b039	a5	5	403	505	341	430	Zwar mag man meinen, dass ein Land mit den internen politischen Umwälzungen selbst fertig werden muss,	Indeed one could argue that a country has to deal with internal political changes itself,
micro_b039	a6	6	506	688	431	616	doch bringt politische Macht auch politische Verantwortung, in diesem Fall die Verantwortung, das ukrainische Volk vor der zu starken Einflussnahme der beiden Großmächte zu schützen.	but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers.
micro_b040	a1	1	0	83	0	65	Es sollte viel höhere Geldstrafen für auf Gehwegen hinterlassene Hundehaufen geben.	There should be much higher fines for dog dirt left on pavements.
micro_b040	a2	2	84	174	66	125	In einen Hundehaufen zu treten ist eine widerliche und den Tag ungemein verderbende Sache,	Stepping in dog dirt is gross and absolutely ruins your day
micro_b040	a3	3	175	268	126	205	verursacht durch den Dreck, den Gestank und den teilweise sehr großen Aufwand des Entfernens.	due to the dirt, the stench and the often considerable effort to get rid of it.
micro_b040	a4	4	269	426	206	344	Außerdem sind die Strafen für öffentliches Urinieren eines Menschen höher als für das Liegenlassen eines Hundehaufens auf dem Gehsteig, was unangemessen ist.	Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.
micro_b040	a5	5	427	539	345	431	Manche Hundebesitzer meinen, das Zahlen von Hundesteuer bezahle auch die Beseitigung derartiger Verschmutzungen,	Some dog owners assume that paying a dog licence fee covers the removal of such waste,
micro_b040	a6	6	540	663	432	530	doch würde man dieser Logik folgen, so wäre der steuerzahlende Bürger für kaum mehr ein Delikt zur Verantwortung zu ziehen.	but according to this logic one could hardly make the taxpayer accountable for almost any offense.
micro_b041	a1	1	0	97	0	90	Geheimdienste müssen stärker kontrolliert werden, um ein zu ausuferndes Überwachen zu verhindern.	Secret services must be more tightly regulated in order to prevent excessive surveillance.
micro_b041	a2	2	98	217	91	231	Geheimdienste neigen nämlich zu einem Eigenleben (Staat im Staate), das für demokratische Staaten unverantwortbar wäre.	After all, secret services tend to develop a life of their own (a state within a state), which would be irresponsible for democratic states.
micro_b041	a3	3	218	287	232	309	Zudem greifen Geheimdienste in die Privatsphäre der Bürger massiv ein	Besides, intelligence services intervene massively in the privacy of citizens
micro_b041	a4	4	288	368	310	372	und müssen schon deshalb stark kontrolliert werden, um Missbrauch zu verhindern.	and must therefore be monitored more closely to prevent abuse.
micro_b041	a5	5	369	448	373	444	Parlamentarische Kontrolle macht aber die Arbeit von Geheimdiensten schwieriger	Parliamentary control however hampers the work of intelligence services
micro_b041	a6	6	449	537	445	525	denn sie gefährdet die Verschwiegenheit und Sicherheit von geheimen Daten und V-Männern.	for it jeopardizes the secrecy and security of confidential data and informants.
micro_b042	a1	1	0	156	0	131	Der Staat darf ein medizinisches Produkt bzw. eine medizinische Behandlung nicht aus moralischen Gründen einschränken, solange sie niemand anderen schädigt.	The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.
micro_b042	a2	2	157	236	132	222	Aber ohne Rezeptpflicht fällt auch die ärztliche Beratung vor der Einnahme weg.	But without a prescription requirement there's also no medical advice given before intake.
micro_b042	a3	3	237	343	223	321	Da die Auswirkungen der Pille danach, gerade wegen ihrer überwiegend abtreibenden Wirkung, so massiv sind,	Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,
micro_b042	a4	4	344	403	322	382	wäre eine Abgabe ohne ärztliche Beratung unverhältnismäßig.	dispensing it without medical advice would be inappropriate.
micro_b042	a5	5	404	601	383	554	Ein leichterer Zugang zur Pille danach könnte außerdem dazu führen, dass sie als bequemerer Weg gegenüber anderen Verhütungsmethoden erscheint, die gesundheitlich aber weniger Folgewirkungen haben.	Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.
micro_b042	a6	6	602	731	555	697	Beispielsweise könnte die Pille danach den Einsatz von Kondomen zurückgehen lassen und so die Aidsneuansteckungen steigen lassen.	For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
micro_b044	a1	1	0	119	0	128	Berlin Tegel ist als zentrumsnaher Flughafen gerade für Geschäftsreisende attraktiv und sollte unbedingt offen bleiben.	As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.
micro_b044	a2	2	120	149	129	160	Er ist ein Wirtschaftsfaktor.	It is an asset for the economy.
micro_b044	a3	3	150	215	161	220	Die negativen Auswirkungen des Flugverkehrs sind aber beachtlich.	The negative impact of air traffic however is considerable.
micro_b044	a4	4	216	254	221	273	Flugverkehr ist stark umweltschädlich.	Air traffic is extremely environmentally unfriendly.
micro_b044	a5	5	255	347	274	370	Ganz speziell in Tegel haben die Anwohner Jahrzehnte die Belastungen des Fluglärms ertragen.	Particularly in Tegel, the residents have been bearing the stress of aircraft noise for decades.
micro_b045	a1	1	0	155	0	138	Durch den Ankauf von illegal erworbenen Steuerdaten von Bürgern macht sich der Staat selbst nicht nur zum Verbrecher, sondern bezahlt auch noch Kriminelle.	By purchasing illegally acquired tax data of citizens, the state is not only turning itself into a felon, but it is paying criminals, too.
micro_b045	a2	2	156	207	139	194	Zudem ist der Ankauf solcher CDs ist heute unnötig,	Besides, the purchase of such CDs is unnecessary today,
micro_b045	a3	3	208	305	195	287	da viele Banken wegen geänderter Geschäftsbedingungen ihre Kunden selbst drängen sich anzuzeigen.	as, due to changed terms of business, many banks urge their customers to turn themselves in.
micro_b045	a4	4	306	386	288	368	Ein Ankauf von CDs mit Steuerdaten von Steuersündern kommt daher nicht in Frage.	Acquiring CDs with tax data of tax delinquents is therefore out of the question.
micro_b045	a5	5	387	500	369	497	Unbestritten ist aber, dass der Staat durch den Ankauf den Druck auf Steuersünder erhöht, sich selbst anzuzeigen.	It is indisputable, however, that by purchasing such data the state increases the pressure on tax evaders to turn themselves in.
micro_b046	a1	1	0	57	0	64	Geheimdienste genießen scheinbar willkürliche Freiheiten.	Intelligence services apparently enjoy indiscriminate liberties.
micro_b046	a2	2	58	113	65	110	Niemand kann ihre Tätigkeiten im Detail nachvollziehen.	No one can follow their activities in detail.
micro_b046	a3	3	114	189	111	199	Zwar ist eine gewisse Geheimhaltung Basis für die Arbeit der Geheimdienste.	Of course a certain level of secrecy is the basis for the work of intelligence services.
micro_b046	a4	4	190	292	200	302	Eine unkontrollierte Arbeit der Geheimdienste birgt aber die Gefahr des Missbrauchs ihrer Kompetenzen.	The unregulated work of the secret services, however, carries the danger of misuse of their authority.
micro_b046	a5	5	293	392	303	409	Daher müssen Geheimdienste im Rahmen von parlamentarischen Kontrollausschüssen kontrolliert werden.	That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
micro_b047	a1	1	0	56	0	52	"Die ""Pille danach"" hat eine Vielzahl von Nebenwirkungen."	The morning-after pill has a number of side effects.
micro_b047	a2	2	57	170	53	156	Eine differenzierte Auseinandersetzung mit Nebenwirkungen ist vom Laien ohne ärztliche Beratung nicht zu leisten.	A differentiated analysis of its side effects is not achievable for a layperson without medical advice.
micro_b047	a3	3	171	241	157	212	Jedoch sind diese auf der Verpackungsbeilage ohne weiteres nachzulesen	However these are clearly stated on the package insert,
micro_b047	a4	4	242	320	213	295	und der Wunsch des frühen Schwangerschaftsabbruchs ein Recht einer jeden Frau.	and a request for an early termination of a pregnancy is the right of every woman.
micro_b047	a5	5	321	423	296	392	"Die ""Pille danach"" sollte nur nach Beratung durch einen Arzt oder einen Apotheker verschrieben werden."	The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
micro_b048	a1	1	0	48	0	46	Jeder deutsche Bürger hat ein Recht auf Bildung.	Every German citizen has a right to education.
micro_b048	a2	2	49	91	47	85	Qualität an Universitäten hat ihren Preis,	Quality at universities has its price,
micro_b048	a3	3	92	167	86	154	weshalb auch die Studenten an diesem Kostenfaktor beteiligt werden sollten.	which is why students also ought to be involved in this cost factor.
micro_b048	a4	4	168	258	155	238	Aber Bildung darf in Wohlstandsgesellschaften wie Deutschland keine Frage des Geldes sein.	But education must not be a question of money in a wealthy society such as Germany.
micro_b048	a5	5	259	334	239	304	Daher sollten Universitäten in Deutschland keine Studiengebühren verlangen.	Therefore universities should not charge tuition fees in Germany.
micro_b049	a1	1	0	97	0	110	Die Bachelor-Arbeit spiegelt inhaltlich wie methodisch die erlernten Inhalte des Studiums wieder.	The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme.
micro_b049	a2	2	98	150	111	162	Aber man kann sich in der Bachelor-Arbeit mal irren.	But one can make occasional mistakes in the thesis.
micro_b049	a3	3	151	255	163	273	Wenn diese stärker gewichtet wird, könnte das viele gute Einzelleistungen des Studiums stark überdecken.	If this carries more weight, many good individual assignments done during the course of study may be obscured.
micro_b049	a4	4	256	370	274	371	Eine gute Benotung der Arbeit hängt zudem auch entscheidend von der Betreuung durch einen engagierten Dozenten ab.	A good grade for the thesis also significantly depends on the supervision of a dedicated teacher.
micro_b049	a5	5	371	467	372	453	Aufgrund von zu vielen Zufallsparametern sollte die Bachelor-Arbeit keine größere Rolle spielen.	Due to the many random factors the bachelor thesis should not play a bigger role.
micro_b050	a1	1	0	74	0	57	Die alternde deutsche Gesellschaft unterliegt einem demographischen Wandel	Germany's aging society is undergoing demographic change,
micro_b050	a2	2	75	149	58	138	und das Alter der körperlichen und geistigen Gesunden nimmt nachhaltig zu.	and the age of those who are physically and mentally fit is increasing steadily.
micro_b050	a3	3	150	213	139	193	Daher nehmen die Kosten für die Sozialsysteme und die Rente zu.	Thus social security and pension costs are increasing.
micro_b050	a4	4	214	270	194	255	Jedoch sollte niemand mehr als 40 Jahre arbeiten müssen.	Yet no one should be required to work for more than 40 years.
micro_b050	a5	5	271	387	256	360	Eine Anhebung des relativen Rentenalters anhand der körperlichen Gesundheit des Durchschnittsbürgers ist angemessen.	Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.
micro_b051	a1	1	0	91	0	91	Durch das vermehrte Öffnen an Sonn- und Feiertagen steigt die Beschäftigungszahl und -zeit.	Due to the increase in opening hours on Sundays and holidays there is a rise in employment.
micro_b051	a2	2	92	182	92	168	Allerdings werden hauptsächlich nur Aushilfen (also Studenten, Schüler, etc.) eingestellt,	However it's mainly temps (that is, students, pupils etc.) who are employed,
micro_b051	a3	3	183	266	169	265	sodass dies kaum Auswirkung auf Vollzeitbeschäftigte bzw. die Arbeitslosenzahl hat.	so this has hardly any effect on the level of full-time employment and the number of unemployed.
micro_b051	a4	4	267	380	266	387	Zudem leidet das Familien- und Privatleben massiv unter dieser Verkürzung und Verschiebung der festen Ruhezeiten.	On top of that, private and family life suffers massively because of this reduction and shifting in designated off-times.
micro_b051	a5	5	381	464	388	475	Außerdem können sich nur große Unternehmen die zusätzlichen Personalkosten leisten.	And it’s only the large companies that can afford the additional personnel expenditure.
micro_b051	a6	6	465	591	476	608	Aus diesen Gründen sollte es Supermärkte und Einkaufszentren nicht erlaubt sein, an beliebigen Sonn- und Feiertagen zu öffnen.	For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.
micro_b052	a1	1	0	69	0	60	Obwohl sich die Arbeitsdichte in vielen Berufen immer mehr verdichtet	Although the workload is getting heavier in many professions
micro_b052	a2	2	70	141	61	133	und der personelle Verschleiß physisch und psychisch immer mehr steigt,	and physical and psychological wear on personnel is steadily increasing,
micro_b052	a3	3	142	214	134	207	sollte das Rentenalter in Zukunft nicht weiter bei nur 63 Jahren liegen.	the statutory retirement age should in the future not remain at 63 years.
micro_b052	a4	4	215	329	208	323	Denn durch die niedrige Geburtenrate wächst der Anteil der alten Bevölkerung und damit die Rentenkosten immer mehr	For, due to the low birth rate, the proportion of the elderly population and with it pension costs are on the rise,
micro_b052	a5	5	330	470	324	442	und außerdem sind durch die heutige Medizin in vielen Berufssparten die meisten Menschen auch im hohen Alter noch einsatzfähiger als früher.	and furthermore, due to today's healthcare most people in many occupations are fitter for work in old age than before.
micro_b053	a1	1	0	126	0	89	Viele Menschen erfahren nachweislich durch Natur- und Heilpraktiker deutliche Linderung der Symptome und des Krankheitsgrades.	Many people see proven relief of their symptoms and complaints by complementary medicine.
micro_b053	a2	2	127	233	90	186	Allerdings gibt es keine nachweislichen Daten, dass diese Heilung nicht nur auf dem Placebo-Effekt beruht.	However there is no substantiated data that this healing isn't simply due to the placebo effect.
micro_b053	a3	3	234	308	187	254	Außerdem sind viele Tätigkeiten in dieser Sparte keine geschützten Berufe,	Besides many practices in this field are not regulated professions,
micro_b053	a4	4	309	394	255	346	sodass Scharlatane und Schwindler, unbemerkt für die Patienten, diese ausüben können.	which means that quacks and phonies can practice these occupations unknown to the patients.
micro_b053	a5	5	395	476	347	432	Deshalb sollten die gesetzlichen Krankenkassen diese Behandlungen nicht bezahlen.	That's why the statutory health insurance companies should not cover such treatments.
micro_b053	a6	6	477	593	433	553	Es wäre jedoch denkbar, seitens des Staates mehr in die Ausbildung und Kontrolle dieser Berufssparte zu investieren.	It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.
micro_b054	a1	1	0	46	0	54	In Berlin herrscht seit Jahren Wohnungsmangel,	For years there has been a housing shortage in Berlin,
micro_b054	a2	2	47	182	55	190	sodass eine Nutzung des Tempelhofer Feldes, das viel Freiraum bietet und zurzeit kaum bebaut ist, als Wohnraum eine sinnvolle Idee ist.	so that using Tempelhofer Feld, which offers a lot of open space and is currently hardly developed, as living space is a sensible idea.
micro_b054	a3	3	183	227	191	254	Da die Fläche dem Land bzw. dem Bund gehört,	Since the area belongs to the federal state, or the federation,
micro_b054	a4	4	228	312	255	318	könnte es sogar für sozialen Wohnungsbau mit bezahlbaren Mietpreisen genutzt werden.	it could even be used for social housing with affordable rents.
micro_b054	a5	5	313	476	319	475	Allerdings ist das Feld momentan für viele Besucher und Berliner, gerade im Frühling und Sommer, zu einem attraktiven Freizeitpark mit Sportmöglichkeiten geworden.	Admittedly the fields have currently become an attractive leisure park with sporting areas for many visitors and Berliners, especially in spring and summer.
micro_b054	a6	6	477	644	476	635	Wenn man einen Kompromiss aus Grünfläche und sozialem Wohnungsgebiet finden würde, sollte das Tempelhofer Feld auf jeden Fall für den Wohnungsbau zur Verfügung stehen.	If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction.
micro_b055	a1	1	0	28	0	26	Da ich selbst Apotheker bin,	Being a pharmacist myself,
micro_b055	a2	2	29	122	27	132	spreche ich mich absolut für das rezeptfreie Erhalten der „Pille danach“ in der Apotheke aus.	I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.
micro_b055	a3	3	123	256	133	243	Aus medizinischer Sicht gesehen, ist die „Pille danach“ am wirksamsten, wenn sie möglichst schnell nach dem Verkehr eingenommen wird.	From a medical perspective the morning-after pill works best when taken as soon as possible after intercourse.
micro_b055	a4	4	257	415	244	385	Wenn jedoch immer erst ein Gang zum Arzt (mit Fahr- und Wartezeiten, möglichem Schamgefühl, etc.) nötig ist, führt dies zu mehr ungewollten Schwangerschaften.	Always having to visit the doctor first (including travel and waiting time, possible embarrassment, etc.) leads to more unwanted pregnancies.
micro_b055	a5	5	416	540	386	518	Viele Gegner der Pille führen jedoch an, dass damit die Beratung des Arztes wegfällt und viele Frauen sie unnötig einnehmen.	Many opponents of the pill point out that this does away with the consultation at the doctor's and many women take it unnecessarily.
micro_b055	a6	6	541	687	519	661	Allerdings ist es so, dass wir Apotheker gesetzlich dazu verpflichtet sind, die Patienten aufzuklären und dasselbe Fachwissen besitzen, wie Ärzte.	However, the fact is that we pharmacists are legally required to inform the patients and possess the same subject matter expertise as doctors.
micro_b056	a1	1	0	95	0	83	Der Bruch des Völkerrechts sollte wohl mehr als genug sein, um über eine Reaktion nachzudenken!	A violation of international law should be more than enough to consider a reaction!
micro_b056	a2	2	96	247	84	238	Die Menschheit hat in ihrer Geschichte genug Fehler gemacht, indem sie zulange gewartet hat und als sie dann reagierte, blieb meist nur noch der Krieg.	Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.
micro_b056	a3	3	248	366	239	350	Allerdings kann in unserer zivilisierten Welt, in einem demokratischen Land, das Volk wohl über sich selbst bestimmen,	It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,
micro_b056	a4	4	367	480	351	457	solange die Motivation dieser Menschen nicht von Propaganda, Korruption und militärischem Druck ausgelöst werden.	as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.
micro_b056	a5	5	481	558	458	540	Da aber in Russland neben Gas und Öl nur Propaganda und Korruption herrschen,	Since, however, in Russia besides gas and oil only propaganda and corruption rule,
micro_b056	a6	6	559	601	541	576	sollte sich die EU schleunigst einmischen!	the EU should intervene right away.
micro_b057	a1	1	0	99	0	107	Mit 63 in Rente, das hat sich wohl jeder verdient, der bis hierhin (ununterbrochen) geschuftet hat.	Retirement at 63, that's something everyone who has toiled away (nonstop) up to this point surely deserves.
micro_b057	a2	2	100	279	108	277	"Nur bleibt die Frage, ob es mit der frühen ""Freizeit"" schöner wird, wenn man nicht weiß, was man den ganzen Tag machen soll und statistisch noch knapp 20 (!!!) Jahre zu leben hat?"	Only the question remains whether this early 'leisure' will be nicer if you have no idea what do to all day and you statistically still have almost 20 (!!!) years to go?
micro_b057	a3	3	280	481	278	457	Auch übernimmt man so keine Verantwortung für die Gesellschaft, wenn man aus persönlichen/privaten Gründen seine erfahrene, gesunde und qualitativ hochwertige Arbeitsfähigkeit früher als nötig aufgibt.	Also, one isn't taking responsibility for society if one gives up one's experienced, healthy and highly qualified capabilities earlier than necessary for private/personal reasons.
micro_b057	a4	4	482	613	458	578	Gerade jetzt, da Fachkräftemängel auftreten, ist es unverantwortlich für die Wirtschaft und den Wohlstand mit 63 in Rente zu gehen.	Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.
micro_b058	a1	1	0	136	0	135	Videospiele, bei mir namentlich FIFA, können junge Menschen stundenlang, intensiver und emotionaler begeistern als jeder Sport der Welt!	Video games, namely FIFA in my case, can fascinate young people for hours more intensively and emotionally than any sport in the world!
micro_b058	a2	2	137	204	136	188	Es wäre richtig, sie auch zu einer olympischen Disziplin zu machen.	It would be fair to make them into an Olympic event.
micro_b058	a3	3	205	288	189	254	Vielleicht ist es für einen Zuschauer weniger spannend, als für den Spieler selbst,	Perhaps it is less thrilling for a spectator than for the player,
micro_b058	a4	4	289	488	255	447	aber auch für aktuelle olympische Disziplinen, ich erinnere mich zuletzt an Curling oder 50 km Ski-Langlauf, muss man mehr als ein Freak sein, sich das länger als in der Zusammenfassung reinzuziehen.	but also for contemporary Olympic events, I recall curling and 50km cross-country skiing, you have to be more than a freak to follow those more properly than only in the roundup of highlights.
micro_b058	a5	5	489	553	448	510	Außerdem ist die Hürde, Videospiele olympisch zu machen minimal,	Plus the hurdle to make video games Olympic events is minimal,
micro_b058	a6	6	554	630	511	571	braucht es ja nicht mal Dopingkontrollen, sondern nur eine neutrale Konsole.	as you don't even need doping tests, only a neutral console.
micro_b058	a7	7	631	830	572	730	Und körperliche, geistige und insbesondere mentale Fähigkeiten verlangt so manches Videospiel, wenn ich an das Finale des letzten Fifa-Turniers denke, mehr ab, als eine Kugel 20 Meter weit zu stoßen.	And many a video game is physically and particularly mentally more demanding, when I think of the last FIFA tournament's final, than kicking a ball 20 metres.
micro_b059	a1	1	0	117	0	95	Mietpreise sind bereits heute aufgrund bestehender Gesetze und des Mietspiegels zugunsten der Mieter stark reguliert.	Rent prices are already regulated in favour of tenants due to existing laws and the rent index.
micro_b059	a2	2	118	234	96	207	Angesichts der hohen Kaufpreise für Wohnungen mit bestehenden Mietverträgen sind diese ein unattraktives Investment.	In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment.
micro_b059	a3	3	235	340	208	309	Auch wenn man meinen könnte, dass man neben dem Mieterschutz einen zusätzlichen Neumieterschutz benötigt,	Even if one might think that additional rent control is needed besides the current tenant protection,
micro_b059	a4	4	341	456	310	406	sollte man einem langjährigen Eigentümer nicht die Chance auf Angleichung seiner Rendite auf Marktniveau verwehren.	one should not deny longstanding owners the opportunity to adjust their returns to market level.
micro_b059	a5	5	457	544	407	483	Eine Begrenzung der Mietpreiserhöhung bei Mieterwechsel ist daher nicht zu befürworten.	A cap on rent increases upon tenant change is therefore not to be supported.
micro_b060	a1	1	0	120	0	96	Eigentümergeführte Geschäfte werden möglicherweise von der zusätzlichen Arbeitszeit an Sonn- und Feiertagen überfordert,	Owner-run shops may potentially be overwhelmed by additional work times on Sundays and holidays,
micro_b060	a2	2	121	205	97	182	allerdings dominieren bereits heute Supermärkte und große Einkaufszentren den Markt.	then again supermarkets and large shopping centres dominate the market today already.
micro_b060	a3	3	206	282	183	244	So können auch kleinere Geschäfte von der zusätzlichen Freiheit profitieren,	Thus smaller shops could benefit from the additional freedom,
micro_b060	a4	4	283	346	245	298	da die Kunden am Sonntag im Durchschnitt entspannter einkaufen.	as customers are on average more laid-back on Sunday.
micro_b060	a5	5	347	425	299	377	Eine Öffnung an Sonn- und Feiertagen würde daher Kunden und Geschäften helfen.	Opening on Sundays and holidays would therefore help both customers and shops.
micro_b061	a1	1	0	111	0	101	Höhere Geldstrafen für Hundehaufen sind sinnlos, solange es nicht genügend Personal gibt, um sie durchzusetzen.	Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.
micro_b061	a2	2	112	173	102	157	Im Einzelfall mögen sie tatsächlich auch abschreckend wirken,	In individual cases they may indeed act as a deterrent,
micro_b061	a3	3	174	351	158	323	im Allgemeinen wird aber eine sehr saubere Umgebung und die Vorbildwirkung von anderen den Hundehalter eher zum Einsammeln der Häufchen veranlassen, als eine potentielle Strafe.	in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.
micro_b062	a1	1	0	79	0	74	Ich bin nicht der Auffassung, dass das Rentenalter bei 63 Jahren liegen sollte.	I am not of the opinion that the retirement age should be set at 63 years.
micro_b062	a2	2	80	170	75	166	Dies würde bedeuten, dass in Zukunft viele Arbeitskräfte in den Unternehmen fehlen werden.	This would mean that organizations would be lacking a great deal of manpower in the future.
micro_b062	a3	3	171	242	167	246	Ein besonderes Problem wäre auch die Einführungsphase der Rente mit 63,	The introductory phase of retirement at 63 would also be a particular challenge
