doc_id	adu_id	char_offset	eduseg_de_predicted	secorel_predicted	eduseg_de_probability	secorel_probability	left_context	right_context
micro_k010	a5	511	true	true	0.98995984	0.98589140	ichen Sender. Trotzdem muss man sagen, dass es dann wahrscheinlich viel weniger dieser Sender gibt,	wenn nicht mehr ganz Deutschland zahlen muss. Das sollte allerdings bei der Masse an Sendungen und S
micro_k011	a1	75	true	true	0.99438101	0.99252146	Mietpreiserhöhungen bei einer Neuvermietung sind an sich nicht so schlimm,	wenn es sich nur um einen kleinen Betrag handelt, sehr schlimm allerdings, wenn die Miete auf einmal
micro_k011	a2	150	true	true	0.90788299	0.68298697	n sich nicht so schlimm, wenn es sich nur um einen kleinen Betrag handelt, sehr schlimm allerdings,	wenn die Miete auf einmal 100,- bis 200,-€ steigt. Bei diesen Beträgen überlegt man es sich noch ein
micro_k011	a4	340	true	true	0.99352759	0.99670213	h noch einmal, ob man wirklich in der Wohnung bleiben will. Wenn es schon Mietpreiserhöhungen gibt,	dann soll es also auch eine Beschränkung geben, um bösen Überraschungen vorzubeugen. Den Vermietern
micro_k011	a4	388	true	true	0.99769008	0.98869288	eiben will. Wenn es schon Mietpreiserhöhungen gibt, dann soll es also auch eine Beschränkung geben,	um bösen Überraschungen vorzubeugen. Den Vermietern ist so geholfen, weil sie mit der Erhöhung ihre
micro_k012	a3	346	true	true	0.98633528	0.99693584	udium bewerben könnten. Auch ohne Studiengebühren muss jeder zweite während des Studierens arbeiten	und hat so weniger Zeit für das Lernen und die Freizeit. Man kann zwar behaupten, durch mehr Studien
micro_k012	a4	428	false	true	0.45735249	0.81616741	udierens arbeiten und hat so weniger Zeit für das Lernen und die Freizeit. Man kann zwar behaupten,	durch mehr Studiengebühren würden auch die Bildungseinrichtungen besser ausgestattet werden. Doch wa
micro_k012	a5	579	true	true	0.98725557	0.98128617	einrichtungen besser ausgestattet werden. Doch was bringt eine wunderbar ausgestattete Universität,	wenn sie dem Großteil der schlauen Menschen gar keine Chance gibt, mit der tollen Ausstattung ihren
micro_k013	a2	173	true	true	0.99921679	0.81292313	haben das Recht, einen freien Sonntag zu haben. Ebenso sollen Feiertage das bleiben, was sie sind:	für die Einen Tage der Einkehr, für die anderen bezahlter Urlaub, die nicht vom eigentlichen Urlaub
micro_k013	a2	205	true	false	0.99458390	0.42248529	onntag zu haben. Ebenso sollen Feiertage das bleiben, was sie sind: für die Einen Tage der Einkehr,	für die anderen bezahlter Urlaub, die nicht vom eigentlichen Urlaub abgehen. Also ist es gut, wenn d
micro_k013	a2	239	true	true	0.96810782	0.91991657	ertage das bleiben, was sie sind: für die Einen Tage der Einkehr, für die anderen bezahlter Urlaub,	die nicht vom eigentlichen Urlaub abgehen. Also ist es gut, wenn die Geschäfte an Sonn- und Feiertag
micro_k013	a3	299	true	true	0.72728610	0.69165748	kehr, für die anderen bezahlter Urlaub, die nicht vom eigentlichen Urlaub abgehen. Also ist es gut,	wenn die Geschäfte an Sonn- und Feiertagen nicht öffnen. Menschen, die jedoch unter der Woche und Sa
micro_k013	a4	451	true	true	0.99942112	0.99657393	nen. Menschen, die jedoch unter der Woche und Samstags arbeiten, haben dann allerdings ein Problem:	alle anderen können werktags einkaufen gehen, sie jedoch nicht. Für diese Menschen stellen die späte
micro_k013	a4	497	true	true	0.89080137	0.93901986	Samstags arbeiten, haben dann allerdings ein Problem: alle anderen können werktags einkaufen gehen,	sie jedoch nicht. Für diese Menschen stellen die späten Schließungszeiten, die inzwischen schon bis
micro_k013	a5	572	false	true	0.31421345	0.56780398	erktags einkaufen gehen, sie jedoch nicht. Für diese Menschen stellen die späten Schließungszeiten,	die inzwischen schon bis um 12:00 nachts gehen, eine gute Alternative dar.
micro_k014	a2	116	true	true	0.78053921	0.82397455	llten stärker vom Parlament kontrolliert werden, denn wie der jüngste NSA-Abhörskandal gezeigt hat,	ist die Landesregierung vermeintlich nicht immer mit den Tätigkeitsbereichen seiner Nachrichtendiens
micro_k020	a4	219	true	true	0.57021934	0.83669078	"der also nicht ab. ""Auge um Auge"" scheint seinen Sinn zu verfehlen. Der Staat soll Morde verhindern"	- nicht rächen. Eine Wiedereinführung der Todesstrafe in Deutschland wäre ein Rückschritt ins Mittel
micro_k022	a5	287	true	true	0.66783345	0.91606843	Sonntag ein Tag des Beisammenseins der Familie sein, sonst wird sich eine neue Freizeitart bilden,	in der die Menschen die Zeit in Supermärkten anstatt draußen oder beim gemeinsamen Gesprächen usw. v
micro_k023	a1	20	false	true	0.33424500	0.84452671	Die BA-Arbeit soll,	wenn nicht die Gesamtnote bilden, dann mindestens einen größeren Anteil daran haben. Denn eine gute
micro_k023	a1	54	true	true	0.98750907	0.97357857	Die BA-Arbeit soll, wenn nicht die Gesamtnote bilden,	dann mindestens einen größeren Anteil daran haben. Denn eine gute Gesamtnote hält zwar viele Türen o
micro_k025	a4	271	false	true	0.23806612	0.69600886	. Es gibt nämlich Straftäter, die gegen gute Verpflegung, keine Steuern, die bezahlt werden müssen,	"kein Stress um die Arbeit, gerne in den Gefängnissen ""leben"". Trotzdem braucht der Staat braucht die"
micro_k025	a4	298	false	true	0.47341082	0.85441428	r, die gegen gute Verpflegung, keine Steuern, die bezahlt werden müssen, kein Stress um die Arbeit,	"gerne in den Gefängnissen ""leben"". Trotzdem braucht der Staat braucht die Todesstrafe als Abschrecku"
micro_k027	a2	203	true	true	0.99122822	0.99374652	n Sender auch nutzen. Schließlich gibt es viele Menschen in Deutschland, die die Beitrage bezahlen,	obwohl sie lediglich einen Rechner zum Arbeiten verwenden. Trotzdem werden die Gebühren von jedem ve
micro_k027	a3	341	false	true	0.27375489	0.95822126	Arbeiten verwenden. Trotzdem werden die Gebühren von jedem verlangt, der keine Befreiung anmeldet,	egal, wieviele Geräte sich in einem Haushalt befinden und wie sie verwendet werden. Allerdings leuch
micro_k027	a3	395	false	true	0.45686239	0.85329878	jedem verlangt, der keine Befreiung anmeldet, egal, wieviele Geräte sich in einem Haushalt befinden	und wie sie verwendet werden. Allerdings leuchtet ein, dass die Mitarbeiter der GEZ nicht die Möglic
micro_k029	a3	295	true	true	0.92916650	0.95334774	bulanz-fahren zu sparen, dennoch sollten Frauen vor der Einnahme über die Risiken aufgeklärt werden	"und gynäkologisch untersucht werden. Außerdem besteht das Risiko, dass Frauen die rezeptfreie ""Pille"
micro_k031	a6	395	true	false	0.56100094	0.22099961	zu erhöhen ist also der richtige Weg. Eine hundehaufenfreie Stadt wird nicht nur für die Bewohner,	sondern auch für Touristen viel attraktiver sein!
